user_id,career_level,discipline_id,industry_id,country,region,experience_n_entries_class,experience_years_experience,experience_years_in_current,edu_degree_average_rating
"2069180","4","0","14","de","9","3","5","2","0","1"
"2069233","3","18","10","de","1","1","4","2","2","1"
"206932","4","3","1","non_dach","0","3","5","2","2","1.3125"
"2069514",NULL,"0","0","de","0","1","0","0","0","1"
"2069684",NULL,"0","0","de","9","3","3","1","1","1"
"2069857",NULL,"0","0","de","1","3","4","0","1","1.25"
"2069859","0","0","0","de","0","2","3","1","2","1"
"2069900","0","0","0","de","0","2","4","4","3","1"
"206993","0","0","2","de","9","1","5","4","0","1.06667"
"2070027","0","0","23","de","1","1","0","0","0","1"
"2070090","0","0","16","de","5","1","0","0","0","1"
"2070292","4","3","8","de","10","3","5","2","2","1"
"2070412",NULL,"0","0","de","2","2","7","7","0","1"
"2070539","4","0","0","de","0","3","4","4","2","1"
"2070634","0","0","21","non_dach","0","2","4","3","0","1.42857"
"2070682","0","14","21","at","0","3","5","4","2","0"
"2070795","0","0","0","de","0","3","5","3","3","1.27273"
"2070918",NULL,"0","0","de","4","3","7","0","0","1"
"2071099",NULL,"0","0","non_dach","0","2","4","0","0","1"
"2071135","3","0","1","de","13","1","5","5","2","1"
"2071152","3","20","15","de","9","3","4","2","2","1.09048"
"2071170","6","0","0","de","0","3","6","1","2","1"
"2071210",NULL,"0","0","de","9","3","7","2","0","1.33333"
"2071235","3","0","0","de","0","2","7","5","0","1.08333"
"207129",NULL,"0","0","de","1","3","4","0","0","1"
"2071291","3","0","0","de","0","1","6","6","0","1"
"2071293","4","2","14","at","0","3","7","2","0","1"
"2071330","3","0","0","de","0","2","7","6","0","1"
"2071434","3","0","8","de","6","3","6","3","0","1"
"2071482","2","0","0","de","0","3","4","1","0","0"
"207149","0","0","0","de","0","3","4","1","2","1"
"2071494","3","0","21","de","7","1","6","6","0","0"
"2071503","2","0","0","de","0","3","3","1","1","1"
"2071518","0","0","19","de","7","1","0","0","2","1"
"2071524","0","0","0","de","0","1","6","2","2","1"
"2071535","0","0","11","non_dach","0","1","0","0","0","1.02299"
"2071817","3","2","10","de","9","3","7","4","0","0"
"2071850","0","0","0","de","0","3","3","2","0","0"
"2071852","3","0","19","de","9","3","4","2","1","1"
"2071864","3","0","2","non_dach","0","2","4","2","1","1.02404"
"207189",NULL,"0","0","de","10","3","6","2","1","1"
"2071890","4","0","0","de","0","3","7","2","0","1.08333"
"2072","3","0","0","de","0","2","3","2","1","1"
"207200","2","7","15","de","9","3","4","1","1","1.01965"
"2072021",NULL,"0","0","de","2","3","0","0","2","1"
"2072033","3","3","15","de","2","1","4","2","0","1"
"2072057","0","0","0","de","0","2","7","5","0","1"
"207214","3","14","21","non_dach","0","1","3","1","0","1"
"2072231","3","0","0","de","0","1","5","2","0","0"
"2072284","4","0","0","de","0","3","7","4","2","1"
"2072382","0","0","21","de","2","3","4","2","0","1.12984"
"2072400","3","0","0","de","0","2","6","2","0","1"
"2072449","6","19","14","de","2","3","5","3","0","1"
"2072459","0","0","0","de","0","3","7","3","1","1"
"2072556","4","0","0","de","0","2","6","0","0","1"
"2072798","3","2","14","ch","0","3","7","5","0","1"
"20728","3","0","1","de","10","2","4","2","0","1"
"2072869","3","0","0","de","0","2","4","4","2","1"
"2072881",NULL,"0","0","de","0","1","0","0","0","1"
"207291","2","0","0","de","0","2","3","2","1","1"
"2072972","4","0","19","de","10","3","7","3","2","2"
"2072978","3","0","0","de","0","3","7","0","0","1"
"20730","4","0","0","de","0","3","5","5","0","1.2"
"2073016",NULL,"0","0","de","7","2","5","0","3","1"
"2073193","0","0","17","de","10","1","6","6","0","1"
"2073322","4","0","0","de","0","3","4","3","0","1"
"2073417","3","0","23","de","9","3","7","5","0","1"
"207343","0","0","0","de","0","2","4","2","0","1"
"207356","6","0","0","de","0","3","7","3","0","1"
"207357","0","0","0","de","0","2","4","3","0","1.16667"
"2073609","0","0","12","de","3","3","4","1","1","1.1625"
"207369","3","0","13","de","1","1","4","4","2","1"
"2073693",NULL,"0","0","de","9","1","0","0","0","1"
"2073709","0","0","15","de","2","3","5","2","0","0"
"2073797","3","3","21","de","1","3","5","2","0","1"
"2073826",NULL,"0","0","de","1","3","3","1","2","1"
"2073842","3","12","16","de","7","3","5","3","0","1.02703"
"2073863","0","0","7","de","9","2","5","1","0","0"
"2073875",NULL,"0","0","de","9","1","5","5","0","1"
"2073902",NULL,"0","0","de","3","1","6","0","0","1"
"2073993","1","0","0","de","0","3","4","1","1","1"
"2074069","3","18","10","de","9","3","4","2","2","1.10526"
"2074169","0","0","6","de","1","3","7","4","0","1"
"207421","3","0","0","de","0","3","4","4","1","1"
"2074241",NULL,"0","0","ch","0","3","5","0","0","1"
"2074324","4","0","0","de","0","1","4","1","1","1.55556"
"2074329","3","0","0","de","0","3","6","2","0","1.20787"
"2074738","3","0","0","de","0","2","7","6","0","1"
"2074812","3","0","0","de","0","2","4","2","0","1.0587"
"2075191",NULL,"0","0","de","6","1","0","0","0","1.02883"
"2075194","3","0","0","de","0","2","4","3","2","1"
"2075219","0","0","18","de","3","3","7","0","0","1"
"2075226","3","14","2","at","0","3","6","1","0","1"
"207536","3","0","17","de","2","1","4","4","2","0"
"2075372","4","0","0","de","0","2","4","2","0","1.38462"
"2075531","3","0","0","de","0","3","6","5","1","1.22133"
"2075570","0","0","22","de","0","1","3","3","0","1"
"2075574",NULL,"0","0","de","4","3","2","2","2","1"
"2075603","3","3","2","de","7","2","7","2","0","1"
"2075778",NULL,"0","0","de","1","3","3","0","1","1"
"207588","1","18","9","de","1","3","3","1","2","1.10898"
"2075919","0","0","1","de","2","1","0","0","0","1"
"2075985","4","0","0","de","0","3","7","4","0","1"
"2076064","0","0","15","de","0","2","2","2","2","0"
"2076076","5","0","0","de","0","3","6","2","0","0"
"20763","2","0","0","de","0","3","3","1","1","1"
"2076307","0","0","1","de","2","3","7","3","0","1"
"2076487","4","3","21","de","3","3","4","2","0","1"
"2076564","0","0","1","de","0","1","0","0","0","1"
"207659","6","0","0","de","0","1","5","5","0","1"
"2076596","2","0","0","de","0","3","5","1","2","1"
"207662","0","0","0","de","0","2","2","2","1","0"
"2076705","4","0","0","de","0","3","7","4","0","1"
"2076707",NULL,"0","0","de","3","3","5","0","2","1.05263"
"2076830","0","0","9","ch","0","1","6","4","0","0"
"2076931","3","0","15","de","6","3","4","1","1","1.4"
"2076978","0","0","10","de","0","1","0","0","3","1"
"207713",NULL,"0","0","de","1","3","4","0","2","1"
"2077217","3","0","0","de","0","3","5","2","2","1.02778"
"2077248","0","0","8","de","9","3","0","0","0","1"
"20775",NULL,"0","0","de","0","1","0","0","0","1"
"2077612","3","0","0","de","0","3","4","4","0","1"
"2077709","4","0","0","de","0","3","5","4","0","1"
"2077717",NULL,"0","0","de","2","1","0","0","0","1.06897"
"2077806","0","20","1","de","2","1","4","4","0","1"
"2077884","6","9","18","de","9","3","6","2","0","1"
"2077943","4","0","15","de","7","3","5","3","2","0"
"2077949",NULL,"0","0","de","0","1","0","0","0","1"
"2077984","3","9","15","de","6","3","6","3","0","0"
"2078161",NULL,"0","0","de","0","2","4","0","1","0"
"2078216",NULL,"0","0","de","0",NULL,NULL,NULL,"0","0"
"2078251","0","0","0","ch","0","1","6","6","2","1"
"2078360","0","0","10","de","6","2","4","2","2","1"
"2078396","0","0","0","at","0","2","3","2","0","1"
"2078491","3","23","3","de","6","3","7","2","0","1"
"2078597",NULL,"0","0","de","2","1","0","0","0","1.14103"
"207863",NULL,"0","0","de","9","3","6","0","0","1"
"2078803","0","0","1","de","7","1","3","3","0","1"
"2078809",NULL,"0","0","de","7","3","4","2","2","1"
"2078826","3","0","0","de","0","3","5","2","2","1.2"
"2078871","0","0","13","de","10","3","6","4","2","0"
"2078876","3","2","14","de","9","1","4","4","0","1"
"2078988","6","0","5","at","0","2","4","2","0","1"
"2079055","5","0","0","de","0","3","6","1","2","1.03581"
"2079064","5","3","12","de","3","3","5","2","0","1.175"
"2079151","3","2","18","de","6","3","5","1","1","1.0625"
"2079161","3","0","0","de","0","3","4","2","0","1"
"2079181","3","0","1","de","2","2","5","5","2","1"
"2079317","2","0","0","de","0","3","3","3","2","1"
"2079388","0","0","18","de","9","1","0","0","0","1"
"2079393","0","0","8","at","0","2","7","2","0","0"
"2079461",NULL,"0","0","de","2","3","5","0","0","1.14286"
"2079468","4","13","1","de","5","3","7","1","0","1.03636"
"2079497",NULL,"0","0","de","6","3","6","0","0","1.16927"
"207956","3","0","0","ch","0","3","3","1","2","1"
"2079651","1","0","0","de","0","3","4","2","0","1"
"2079660","0","0","10","de","9","3","4","2","2","1"
"2079669",NULL,"0","0","de","1","1","0","0","2","1"
"2079711","3","3","21","de","6","3","4","2","0","1.2"
"2079754",NULL,"0","0","de","2","2","3","0","1","1.09423"
"2079966",NULL,"0","0","non_dach","0","3","7","0","0","1"
"2080173","0","0","15","de","1","3","6","3","0","1"
"2080189","3","0","0","de","0","2","4","4","2","1"
"2080390",NULL,"0","0","de","0","1","0","0","0","0"
"2080523",NULL,"0","0","de","4","2","5","0","0","1.47895"
"2080661","0","0","15","de","2","3","7","1","0","1"
"2080669","5","0","1","de","1","2","6","4","0","1"
"2080704","0","0","0","de","0","1","6","1","0","1"
"208075","3","0","0","de","0","3","6","4","0","1"
"2080848",NULL,"0","0","de","10","3","5","1","2","1"
"2080945","3","9","18","de","3","2","4","2","1","1.20833"
"2080956","3","0","0","de","0","3","5","2","1","1"
"2080963",NULL,"0","0","de","7","2","2","0","0","1"
"2081000",NULL,"0","0","de","10","1","0","0","0","1"
"2081096","2","10","1","de","2","3","4","1","1","1"
"2081149",NULL,"0","0","de","2","3","4","1","2","1"
"2081185","0","0","8","de","5","3","7","4","0","0"
"2081211","0","0","21","de","0","1","0","0","0","1"
"2081344","2","0","0","de","0","1","2","2","0","1"
"2081391",NULL,"0","0","de","9","3","3","0","1","1"
"2081392",NULL,"0","0","de","9","2","4","0","0","1"
"2081410","5","0","0","de","0","3","4","2","0","1.02525"
"2081475",NULL,"0","0","de","9","2","7","7","0","1.19246"
"20815","4","0","0","de","0","2","3","2","2","1.33854"
"2081547","6","0","0","de","0","3","6","1","2","1"
"2081610","2","0","14","de","9","3","5","3","2","0"
"2081693","0","0","16","de","0","1","0","0","0","0"
"2081749","4","9","21","de","9","3","7","4","2","1"
"2081879","0","0","1","de","15","1","0","0","0","1"
"2081920","0","0","0","de","0","3","6","2","2","0"
"2082109","3","20","1","at","0","3","7","1","2","1.16667"
"2082413","3","14","21","de","1","1","4","4","0","1.125"
"2082502",NULL,"0","0","de","7","1","2","1","2","1"
"2082598","3","0","0","de","0","3","6","1","0","1"
"2082605",NULL,"0","0","de","13","1","2","0","1","1"
"2082608","2","0","0","de","0","3","4","1","2","1"
"2082615","3","0","19","de","9","2","6","4","0","0"
"2082708","4","18","1","de","2","3","5","2","0","1.08333"
"2082757","6","0","0","de","0","3","4","1","0","1.04981"
"2082873","6","0","21","de","2","3","6","4","0","0"
"2082904","1","0","0","de","0","2","4","2","2","1"
"2082919","6","0","0","de","0","1","0","0","0","1"
"2082929","3","13","8","de","9","1","2","2","0","1"
"208341",NULL,"0","0","de","2","1","0","0","0","1"
"2083689",NULL,"0","0","de","7","2","2","2","2","1"
"2083725","6","0","0","at","0","2","3","2","0","1.04589"
"2083771","3","0","0","de","0","1","3","2","0","1"
"2083786",NULL,"0","0","non_dach","0","3","4","0","0","1.09091"
"2083896","3","2","14","de","9","2","4","2","0","1"
"2083900",NULL,"0","0","de","2","3","4","4","2","1.13462"
"2083951",NULL,"0","0","ch","0","3","6","0","0","1"
"2083985","5","2","21","at","0","3","7","2","2","1.1"
"2084126","0","0","3","de","1","2","3","1","0","1.05556"
"2084173","3","14","21","de","3","3","6","1","1","0"
"2084190","4","0","0","de","0","1","4","2","2","1"
"2084220","4","5","15","at","0","3","7","3","2","1"
"2084352","2","0","0","de","0","2","4","2","1","1"
"2084574","0","9","18","de","6","2","6","2","0","1"
"2084782","3","0","0","de","0","2","7","4","0","1"
"2084815","3","0","0","de","0","2","5","1","0","0"
"2084855","0","6","11","non_dach","0","1","1","1","2","1"
"208487","3","0","21","ch","0","2","5","2","0","1"
"2084914","3","3","9","de","5","3","5","3","0","1"
"2084952","5","0","0","de","0","3","7","5","2","0"
"2084972","3","6","9","de","1","3","4","3","2","1.00847"
"2085198","3","0","20","de","3","3","5","3","0","1"
"2085235",NULL,"0","0",NULL,NULL,"1","0","0",NULL,"1"
"2085253",NULL,"0","0","de","10","2","3","3","1","1"
"2085381","3","0","0","de","0","2","6","4","2","1"
"2085434","3","2","14","de","10","3","6","2","0","1"
"20855","3","0","0","de","0","2","4","2","1","1.21213"
"2085557",NULL,"0","0","de","7","2","3","1","2","1"
"2085705",NULL,"0","0","de","4","3","4","3","0","1"
"2085715",NULL,"0","0","de","2","1","1","0","1","1.0625"
"2085723","3","3","17","de","10","2","4","2","0","1"
"2085761","3","3","1","de","1","1","2","2","0","0"
"2085788","6","0","14","de","2","3","7","5","2","1"
"2085849","4","0","0","de","0","3","5","4","0","0"
"2085905","4","6","11","de","2","3","4","2","0","1"
"2085927",NULL,"0","0","de","9","3","4","0","0","1"
"2086029",NULL,"0","0","at","0",NULL,NULL,NULL,"0","1.12"
"2086141",NULL,"0","0","de","2","3","5","0","2","1"
"2086169",NULL,"0","0","de","10","2","5","0","0","1.03571"
"2086198","3","0","3","de","10","1","4","4","1","1.5"
"2086218",NULL,"0","0","de","0","1","0","0","2","1"
"2086372",NULL,"0","0","de","0",NULL,NULL,NULL,"0","1"
"2086516",NULL,"0","0","de","9","3","6","0","0","1.11264"
"2086574",NULL,"0","0","de","9","2","4","0","3","1"
"2086589","0","14","21","de","7","3","4","2","1","1"
"208666","0","0","22","de","8","3","5","3","0","1"
"2086716",NULL,"0","0","at","0","1","0","0","0","0"
"2086745","0","0","0","de","0","3","5","1","0","1"
"2086769","2","8","18","de","6","3","5","1","1","1"
"208696","3","2","14","de","2","3","4","4","0","1"
"2087069",NULL,"0","0","de","0","1","4","0","1","1"
"2087129","2","0","0","de","0","3","4","3","0","1"
"2087254",NULL,"0","0","de","1","1","0","0","1","1.04545"
"2087258","0","0","0","de","0","1","4","4","0","0"
"2087259","3","11","1","de","10","3","5","4","0","1.04254"
"2087262","4","0","0","de","0","3","5","1","0","1"
"2087343","0","0","18","de","7","3","4","1","1","1"
"2087370",NULL,"0","0","de","2","1","2","0","0","1.07971"
"2087374","0","0","9","de","9","3","4","2","2","1"
"2087460","3","0","0","at","0","3","4","0","0","1.11112"
"2087462",NULL,"0","0","de","0","2","6","0","0","1.4"
"2087698",NULL,"0","0","de","3","1","0","0","0","0"
"2087770","3","9","13","de","6","3","4","1","1","0"
"2087795","4","0","0","de","0","3","6","4","2","1.07639"
"2087857","0","0","0","de","0","1","3","2","0","1"
"2087891","0","0","1","de","7","3","5","2","2","1.088"
"2087921",NULL,"0","0","de","7","3","0","0","0","1"
"2087971","0","0","8","at","0","3","4","2","0","0"
"2088059","5","0","0","de","0","1","4","4","2","1"
"208814","3","14","21","non_dach","0","2","3","2","0","1.2336"
"2088189","0","0","18","de","10","3","0","0","2","1"
"2088239",NULL,"0","0","de","2","2","4","0","2","1"
"2088283","0","0","8","de","9","3","5","3","1","1.03333"
"2088306","4","0","0","de","0","2","4","4","1","0"
"2088474","0","0","0","de","0","1","3","2","1","1.05"
"2088520","3","0","12","de","9","2","6","4","0","1"
"2088538","5","0","0","de","0","3","6","5","0","1.44443"
"2088591","3","0","0","de","0","2","5","3","3","1"
"208862","5","2","14","de","0","3","6","2","0","1"
"2088627",NULL,"0","0","de","2","2","2","1","2","1"
"2088646",NULL,"0","0","non_dach","0","1","0","0","0","1"
"2088767","6","0","0","de","0","3","7","7","3","1"
"2088916","0","0","8","de","9","3","7","1","0","0"
"2088957","4","0","0","ch","0","1","2","2","0","1.06667"
"2089045",NULL,"0","0","de","10","3","4","0","0","1"
"2089091","2","14","21","de","9","1","4","3","0","1"
"2089095",NULL,"0","0","de","9","1","0","0","0","1.6667"
"2089165",NULL,"0","0","de","0","2","4","2","2","1.3125"
"2089188","3","14","2","de","2","3","6","2","0","1"
"2089398","3","3","1","de","2","2","6","2","0","1"
"2089430","0","0","15","de","9","2","0","0","0","1"
"2089487","0","0","0","de","0","1","3","2","0","1"
"2089611","0","0","15","ch","0","3","7","0","0","1"
"2089613","0","0","15","de","2","3","4","3","2","1.125"
"208974",NULL,"0","0","de","1","1","0","0","2","1"
"2089795","4","15","1","de","2","3","7","2","2","1"
"2089837",NULL,"0","0","de","3","1","0","0","0","1.48485"
"2089857","1","0","0","de","0","3","5","1","1","1"
"2089974","3","0","0","de","0","2","4","2","1","1"
"2090060",NULL,"0","0","de","10","3","7","0","0","1"
"2090091","0","3","8","ch","0","3","4","2","0","1"
"2090154","3","0","0","de","0","3","3","2","1","1"
"2090155",NULL,"0","0","de","9","1","0","0","0","1"
"2090227","3","10","1","de","1","3","5","3","0","1.09091"
"2090294","0","9","18","de","1","3","7","1","0","1"
"2090500","3","0","0","de","0","1","5","5","0","1.28333"
"2090566","0","0","9","de","2","3","4","2","1","1"
"2090617","0","0","18","de","2","3","7","7","2","1"
"2090725","6","0","0","de","0","1","7","1","0","1.19474"
"2090745","0","18","1","de","9","2","4","2","0","1"
"2090764",NULL,"0","0","de","2","3","5","4","0","1"
"2090773","6","0","0","de","0","3","5","1","1","1"
"2090783","4","0","0","de","0","3","3","1","1","1"
"2090855","0","0","9","de","0","1","0","0","0","1"
"2090874","0","0","10","de","9","3","7","1","0","1"
"209090","2","5","2","de","1","1","2","2","0","0"
"2091023","3","0","0","de","0","3","5","2","0","1.33333"
"2091082","0","0","5","de","0","1","0","0","0","1"
"2091192","0","0","0","de","0","3","4","3","0","1"
"2091197",NULL,"0","0","at","0","1","2","0","0","1"
"2091336","3","3","2","de","2","3","6","2","0","1"
"2091350",NULL,"0","0","de","9","3","5","0","0","1"
"2091449",NULL,"0","0","de","6","3","2","1","2","1"
"2091540","4","0","8","at","0","2","4","2","0","1"
"2091629","4","19","4","ch","0","3","6","3","0","0"
"2091663","0","0","8","de","1","1","4","2","0","1"
"2091665",NULL,"0","0","de","0","1","0","0","0","1.05769"
"209203","0","0","21","de","3","3","5","2","3","1"
"2092034","4","0","0","de","0","1","0","0","0","1"
"2092057","3","0","14","non_dach","0","3","7","3","0","1"
"2092066",NULL,"0","0","de","10","3","4","0","2","1.11429"
"2092071","4","0","0","de","0","1","7","7","0","1.16667"
"2092082","0","0","16","de","4","1","0","0","0","1"
"2092178",NULL,"0","0","de","3","2","2","0","1","1"
"2092212","0","0","22","de","2","3","5","2","0","1"
"2092220","0","0","18","de","1","2","3","1","0","0"
"2092234",NULL,"0","0","at","0","1","4","0","0","1"
"2092259","6","0","18","de","1","2","7","6","0","1"
"2092369","0","0","21","de","6","3","5","2","2","0"
"2092411",NULL,"0","0","de","9","3","2","1","2","1"
"2092417","0","0","21","de","1","1","3","3","1","1"
"2092447","4","0","0","de","0","3","7","1","2","1"
"2092469",NULL,"0","0","de","9","2","3","0","0","1"
"2092482","0","0","0","de","0","1","3","2","1","1"
"2092487","4","3","1","at","0","3","7","2","0","1"
"2092505","0","0","0","ch","0","1","7","7","0","0"
"2092583","3","6","11","de","10","1","2","2","0","1"
"2092807","0","0","0","de","0","2","5","3","1","1"
"2092810",NULL,"0","0","de","9","3","2","1","2","1"
"2092857",NULL,"0","0","de","1","3","5","0","2","1"
"2092902","5","0","0","de","0","3","2","2","0","1"
"2092978","3","0","7","de","3","2","4","1","0","1"
"209308",NULL,"0","0","de","3","3","7","5","0","1"
"2093156",NULL,"0","0","de","16","2","4","0","2","1.5"
"209320","3","0","8","de","1","3","6","2","0","1.3125"
"2093305",NULL,"0","0","de","6","1","0","0","0","0"
"2093364",NULL,"0","0","de","0",NULL,NULL,NULL,"0","0"
"2093378","6","0","0","de","0","1","6","6","2","1"
"209343","0","0","18","de","6","3","7","1","0","1"
"2093593","0","0","1","de","2","3","5","4","0","1"
"2093688","3","0","0","de","0","3","6","5","0","1"
"2093718","3","14","21","de","10","3","6","1","2","1"
"2093776","0","0","13","de","10","2","4","3","2","1"
"2093816","0","0","15","de","9","1","0","0","0","1"
"2093888","3","0","0","de","0","1","2","2","0","1.1"
"2093903",NULL,"0","0","de","2","3","4","1","0","0"
"2094044",NULL,"0","0","de","1","2","3","3","0","1.04286"
"2094220","0","0","21","de","2","1","0","0","0","1"
"209423","0","0","0","de","0","3","3","0","0","1"
"2094381",NULL,"0","0","at","0",NULL,NULL,NULL,"0","1"
"2094472","5","0","0","de","0","1","4","4","1","1"
"2094482",NULL,"0","0","de","9","3","4","1","1","1"
"2094715","5","0","0","de","0","2","7","2","0","1.14286"
"209491","4","0","0","de","0","1","0","0","2","1"
"2095203","0","0","0","de","0","2","7","4","0","0"
"2095258","3","0","7","de","1","3","7","3","0","0"
"209553","4","3","15","de","9","3","5","2","2","1"
"2095637","4","20","1","de","2","1","7","7","0","0"
"2095668","0","0","15","de","1","1","0","0","0","1"
"2095675","2","0","21","de","9","3","4","3","2","1"
"2095694",NULL,"0","0","de","2","3","0","0","2","1"
"2095767","4","19","14","ch","0","3","7","1","0","1"
"2095774","3","15","1","de","0","2","6","3","0","1.06061"
"2095863","3","0","0","ch","0","3","6","3","1","1"
"2095978","3","0","19","non_dach","0","2","5","2","0","0"
"2096068","4","0","0","ch","0","3","5","1","2","1"
"2096083","4","0","0","de","0","2","6","3","0","1"
"2096152","2","0","0","de","0","3","4","1","2","1"
"2096160","0","0","15","at","0","3","7","0","0","1"
"2096204","4","13","8","de","10","3","7","1","0","1"
"2096265","0","0","0","de","0","2","3","0","1","1.13889"
"2096365","3","0","0","de","0","1","0","0","0","1"
"2096503","2","20","1","de","1","2","4","2","1","1"
"2096514",NULL,"0","0","de","7","2","4","0","2","1.36227"
"2096594","3","0","9","de","6","3","6","3","0","1"
"2096658","0","0","7","de","15","3","6","2","0","1"
"2096755","2","0","0","de","0","2","4","2","2","1"
"2096767","3","6","11","de","9","2","4","4","0","1.25"
"2096887","4","0","0","de","0","2","5","2","0","1"
"209691","3","0","0","de","0","3","4","2","2","1"
"2096976",NULL,"0","0","de","6","2","4","0","2","1"
"2097027","0","0","1","de","9","2","4","2","0","1"
"2097125","0","3","15","de","1","2","4","2","0","1"
"2097179","1","0","0","de","0","1","0","0","0","1"
"2097193","3","18","10","de","0","3","4","1","2","0"
"2097202","4","0","0","de","0","3","6","2","2","1"
"2097255","5","0","0","de","0","3","5","1","2","1"
"2097275","4","0","9","de","9","3","6","3","0","1"
"2097299","0","0","18","de","3","3","4","1","0","1"
"2097352","0","0","0","de","0","3","7","5","2","1"
"2097440","3","0","0","de","0","3","3","2","2","1.12857"
"2097701",NULL,"0","0","de","3","3","4","0","2","0"
"209782","0","0","2","de","9","1","0","0","0","0"
"2097888","3","0","22","de","6","1","0","0","0","1"
"20979","0","0","1","de","2","1","0","0","0","1.09804"
"2097900","0","0","15","de","2","1","4","4","0","0"
"2098008",NULL,"0","0","de","9","1","4","0","1","1.48864"
"2098077","3","2","14","de","9","3","4","2","0","1.30357"
"2098313","3","0","10","de","9","3","7","5","0","1"
"2098334","2","18","10","de","9","3","4","2","2","1.00658"
"2098339","0","9","18","de","9","3","7","4","0","1.11112"
"2098371","4","7","21","de","1","3","7","3","2","1.2068"
"2098399","2","0","0","de","0","3","4","1","2","1.03509"
"2098502","3","0","0","de","0","3","6","4","0","1.0873"
"2098519",NULL,"0","0","de","1","1","0","0","0","1"
"2098532","3","0","0","de","0","1","5","2","0","1"
"2098564","0","3","8","de","9","3","5","2","1","1"
"2098604",NULL,"0","0","de","16","2","2","0","1","1"
"2098702","6","0","0","de","0","2","4","3","1","1"
"2098741","3","0","0","de","0","3","5","3","2","1"
"2098743","4","14","13","de","2","3","6","2","0","1"
"2098929",NULL,"0","0","de","2","3","4","2","1","1"
"2099125","0","0","2","de","0","1","0","0","0","1"
"2099159","3","0","0","de","0","3","3","3","0","1"
"2099202","0","0","15","de","10","3","5","1","0","1"
"2099347","4","13","8","de","9","2","4","2","0","0"
"2099351","0","0","2","de","0","3","6","4","0","1"
"2099585","4","0","0","de","0","3","6","1","1","1.30263"
"2099595","3","3","8","de","2","3","7","1","0","1"
"2099633","3","0","2","de","1","2","5","3","1","1"
"2099712","3","9","18","ch","0","3","5","1","0","1"
"2099799",NULL,"0","0","de","9","2","2","1","0","1"
"209980","6","0","23","at","0","3","7","4","2","0"
"2099846","3","2","14","de","10","1","3","3","2","0"
"2099848","2","0","0","de","0","1","2","2","1","0"
"2099857","0","0","2","ch","0","1","7","4","0","1"
"210000","4","0","0","non_dach","0","2","4","1","2","1"
"2100126","4","0","0","at","0","1","6","6","2","1.5"
"210017","4","0","0","de","0","2","0","0","0","1"
"2100207","5","3","2","de","6","2","7","1","0","1.00741"
"2100241","2","0","0","de","0","3","3","2","2","1"
"2100337","2","0","0","de","0","1","4","3","1","1"
"2100428",NULL,"0","0","de","2","1","0","0","0","0"
"2100458","0","0","3","ch","0","3","7","7","0","1"
"2100494","0","0","11","de","6","3","5","1","1","1.04762"
"2100539","0","0","15","de","7","3","7","4","2","1"
"2100605","0","0","0","de","0","2","5","3","3","1"
"2100624","0","0","0","de","0","3","0","0","2","0"
"2100632",NULL,"0","0","de","7","3","5","0","2","1"
"2100712","5","9","15","de","1","3","7","2","0","1"
"2100771","0","0","0","de","0","3","3","1","1","1"
"2100772",NULL,"0","0","at","0","3","7","1","0","0"
"2100882","4","3","1","de","7","3","6","2","0","0"
"2100902","0","0","0","de","0","1","2","2","1","1.32143"
"2100912","0","0","20","de","1","2","4","1","1","1"
"2100929","3","7","19","de","9","3","4","1","2","1"
"2101021","0","7","9","de","1","3","5","2","2","1"
"2101043","0","14","1","de","9","1","0","0","0","1.14286"
"2101064","4","0","0","de","0","1","0","0","0","1"
"210120","4","19","21","de","1","3","7","4","0","1"
"2101210","0","0","22","de","0","1","0","0","0","1"
"2101279","5","0","19","ch","0","2","6","0","0","0"
"2101325","3","0","0","de","0","3","6","2","1","1.03846"
"2101427","0","0","0","de","0","2","3","2","2","1"
"2101557","0","0","0","de","0","2","7","0","2","1"
"2101592",NULL,"0","0","de","13","1","0","0","2","1.16667"
"2101789",NULL,"0","0","non_dach","0","1","4","0","0","0"
"2101901","3","14","21","de","2","2","4","2","0","1.11105"
"2101959","3","0","0","de","0","3","6","4","0","1"
"210209","0","0","5","de","6","3","7","0","0","0"
"21021","3","0","22","de","2","3","6","4","2","0"
"2102116","0","0","7","non_dach","0","1","7","7","0","1"
"2102175","2","0","0","non_dach","0","3","5","3","0","1"
"2102250","4","0","0","de","0","3","7","4","2","1"
"2102253","3","0","0","de","0","3","3","1","0","1"
"2102302","4","0","0","non_dach","0","3","5","2","3","1"
"2102387","0","18","10","de","9","3","5","4","2","1.22222"
"2102416","0","0","16","de","2","1","0","0","0","1"
"2102471","3","0","0","de","0","3","5","3","2","1"
"2102625","4","9","21","de","9","3","5","1","0","1"
"2102784","3","5","20","de","1","1","4","3","1","1.33333"
"2102806","3","0","0","de","0","1","6","6","0","1"
"210290",NULL,"0","0","de","9","2","4","0","1","1.1"
"2102970","3","11","1","de","6","2","6","2","0","1.14286"
"2103059","0","0","15","de","1","3","7","4","0","1"
"2103092","0","3","8","de","6","1","4","4","0","1"
"2103128","0","0","9","non_dach","0","1","0","0","0","1"
"2103244",NULL,"0","0","non_dach","0","3","7","2","0","1"
"2103352","5","3","1","de","9","1","0","0","0","1"
"2103384","5","13","9","de","1","3","6","1","0","1"
"210340","3","0","0","de","0","3","6","6","0","1.05797"
"2103511",NULL,"0","0","de","2","1","5","0","0","1"
"2103521","0","0","0","de","0","3","6","0","2","0"
